"entidad";"nombre";"con";"med";"mad";"pro";"tec";"otr";"bnk"
"CHIAPAS";"CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACION TEMPRANA";4;2;0;2;0;2;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO PICHUCALCO";2;2;0;0;2;1;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO SAN CRISTOBAL DE LAS CASAS";8;7;0;6;3;9;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO VILLAFLORES";2;4;4;2;0;2;0
"CHIAPAS";"CASA DE SALUD LA CONSTITUCION";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD SAN PEDRO COTZILNAM";2;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD ATOTONILCO";0;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD LAS LIMAS";2;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD MORELIA";0;1;0;0;1;0;0
"CHIAPAS";"CASA DE SALUD HICBATIL";0;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD NUEVO TUXTLA";0;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD EL OCOTAL";0;0;0;0;1;0;0
"CHIAPAS";"CASA DE SALUD NUEVO PINO SUAREZ";0;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD TZAJALA JERICO";0;0;0;0;1;0;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO";1;16;0;3;9;13;0
"CHIAPAS";"CLINICA DE LA MUJER Y PARTO HUMANIZADO";3;5;0;5;2;7;0
"CHIAPAS";"C.S. NAPITE";2;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD LA TRINIDAD";0;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD LOQUIB-JA";0;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD GUADALUPE MAZANIL";0;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD BAWITZ GUADALUPE";0;0;0;0;0;0;0
"CHIAPAS";"SERVICIO AMIGABLE ITINERANTE EDUSEX";0;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD 20 DE NOVIEMBRE";1;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD SAN JUAN BAUTISTA";1;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD TIERRA BLANCA";1;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD NUEVO MATZAM";1;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD RAFAEL RAMIREZ";1;1;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD ENRIQUE RODRIGUEZ CANO";1;1;0;0;0;0;0
"CHIAPAS";"NUEVA ARGENTINA";0;0;0;0;0;0;0
"CHIAPAS";"MATASANO";0;0;0;0;0;0;0
"CHIAPAS";"CHEMIC";0;0;0;0;0;0;0
"CHIAPAS";"LAS CABAÑAS";0;0;0;0;0;0;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO BOCHIL ";1;1;0;2;1;0;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO COMITAN DE DOMINGUEZ";3;6;0;3;1;3;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO TONALA";0;5;0;4;0;5;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO TAPACHULA";2;4;2;2;2;0;0
"CHIAPAS";"CARAVANA TIPO 0 CONOILJA";0;1;0;0;2;0;0
"CHIAPAS";"CARAVANA TIPO 0 PACANAM";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 CALVARIO LAS DELICIAS";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0  MIGUEL HIDALGO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 NUEVO SUSHILA";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SHASHIJA";0;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 CALVARIO BAHUITZ";0;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 SOMBRA GRANDE";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 TULAQUIL";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 JOCHOMPAT CARMEN GRANDE";1;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 LA AURORA";0;1;0;0;2;0;0
"CHIAPAS";"CARAVANA TIPO 0 SAN FRANCISCO";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 EL CENSO";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 NUEVO MARISCAL";0;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 MACEDONIA";0;0;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 SAN ANTONIO";0;1;0;0;2;0;0
"CHIAPAS";"CARAVANA TIPO 0 CINCO DE FEBRERO";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SANTA LUCIA";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 LA CUEVA";0;0;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 EL LACANDON";0;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 EL EDEN";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 LICENCIADO GUSTAVO DIAZ ORDAZ";0;1;0;0;2;1;0
"CHIAPAS";"CARAVANA TIPO 0 LINDAVISTA (CHINIQUIJA)";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 RICARDO FLORES MAGON";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 NUEVA LIBERTAD";0;0;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 LAZARO CARDENAS DEL RIO";0;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0  ASUNCION HUITIUPAN";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 TORTUGUERO 2A. SECCION";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 JOSE MARIA PINO SUAREZ";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 MANACAL";0;1;0;0;2;0;0
"CHIAPAS";"CARAVANA DE SALUD 0 TOQUIAN CHIQUITO";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 CERRO MISOPA";0;0;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 ARROYO CARRIZAL";0;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 PUYIPA";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 EL OCOTAL";0;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 SANTA CANDELARIA";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 LA ARENA";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 ESPERANZA SETZER";0;1;0;0;1;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CRISTOBAL COLON";1;1;1;0;1;0;0
"CHIAPAS";"COAPILLA";4;6;4;4;4;7;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL PONCIANO ARRIAGA";1;1;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 LA VICTORIA";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 EL PIG";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 PLAN PAREDON";1;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 YUQUIN";1;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 SAN MIGUEL";1;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 LAS LIMAS";1;1;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 VILLAFLORES";0;1;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 JOLNOPA GUADALUPE";0;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 ESPERANZA TAKINUKUM";0;0;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 0 LA CONCORDIA";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SAN JUAN CHANCALAITO";0;1;0;0;2;1;0
"CHIAPAS";"CARAVANA TIPO 0 EL PRADO";0;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD POTRERILLO";3;2;1;1;1;2;0
"CHIAPAS";"CENTRO DE SALUD VILLA HERMOSA";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD SAN CRISTOBAL DE LAS CASAS";11;31;3;8;20;13;0
"CHIAPAS";"UNIDAD MEDICA MOVIL 307 SAMUEL LEON BRINDIS";0;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD RURAL RANCHERIA EL CONGRESO";1;1;1;0;0;0;0
"CHIAPAS";"DR. SAMUEL LEON BRINDIS";2;0;0;0;0;0;0
"CHIAPAS";"MIGUEL ALEMAN";2;1;1;0;0;1;0
"CHIAPAS";"VICENTE GUERRERO";2;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD SAN RAFAEL";1;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD SAN VICENTE";1;0;0;0;1;0;0
"CHIAPAS";"AMADOR HERNANDEZ";0;1;0;0;0;0;0
"CHIAPAS";"CANDELARIA";0;2;0;0;0;0;0
"CHIAPAS";"EL JARDIN";0;0;0;0;0;0;0
"CHIAPAS";"CASA DE SALUD SAN JUAN EL AGUAJE";1;0;0;0;1;0;0
"CHIAPAS";"CASA DE SALUD RIO NEGRO";1;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD SAN MIGUEL 1A. SECCION";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD LA CEIBA";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD RAFAEL PASCACIO GAMBOA";2;1;0;0;0;0;0
"CHIAPAS";"LAS FLORES";3;0;0;0;0;0;0
"CHIAPAS";"MONTE REDONDO";2;1;0;0;0;1;0
"CHIAPAS";"EL MANGUITO";1;1;1;0;0;0;0
"CHIAPAS";"SAN JUAN TULIJA (SAN JUAN)";0;0;0;0;2;0;0
"CHIAPAS";"ARIMATEA";1;1;0;0;1;0;0
"CHIAPAS";"NUEVA REFORMA";0;1;0;0;0;0;0
"CHIAPAS";"SOYALO";5;8;3;3;3;3;0
"CHIAPAS";"NUEVO HUIXTAN";7;10;0;3;5;12;0
"CHIAPAS";"NUEVO ARGENTINA";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL BALUNACO";2;0;0;0;0;1;0
"CHIAPAS";"NATILTON";2;1;0;0;0;0;0
"CHIAPAS";"MAJUMPEPEN";2;1;0;0;0;0;0
"CHIAPAS";"TZAJALCHEN";2;1;0;0;0;0;0
"CHIAPAS";"SAN JUAN CANCUC";7;1;4;1;2;0;0
"CHIAPAS";"ZINACANTAN";7;7;4;2;3;5;0
"CHIAPAS";"CARAVANA TIPO 3 TZAJALA";2;2;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 2 EL TRIUNFO";2;1;0;0;1;1;0
"CHIAPAS";"CARAVANA TIPO 2 DOS RIOS";2;2;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 1 CHEWAL MUQUENAL";1;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 1 YAALTZEMEN";1;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 2 LA FLORIDA";2;2;0;0;1;0;0
"CHIAPAS";"PROGRESO AGRARIO";2;0;0;0;1;0;0
"CHIAPAS";"AQUILES SERDAN";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD IXTAPANGAJOYA";5;5;1;3;0;3;0
"CHIAPAS";"CENTRO DE SALUD SOLOSUCHIAPA";4;2;0;1;2;1;0
"CHIAPAS";"SITALA";5;4;2;2;2;1;0
"CHIAPAS";"NUEVO PARAISO";2;1;0;0;0;0;0
"CHIAPAS";"EL TEPEYAC";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 2 SNA OQUIL";2;2;0;0;1;0;0
"CHIAPAS";"UNIDAD MEDICA MOVIL TIPO 2 CHIOTIC";2;2;0;0;1;0;0
"CHIAPAS";"LAS LAURAS";2;1;1;0;0;0;0
"CHIAPAS";"JIQUILPAN";1;0;0;0;0;0;0
"CHIAPAS";"SOLO DIOS";2;0;0;0;0;0;0
"CHIAPAS";"MAZATAN";6;9;8;4;5;5;0
"CHIAPAS";"HIDALGO";2;0;0;0;0;0;0
"CHIAPAS";"SAN NICOLAS LAGARTERO";2;0;0;0;0;0;0
"CHIAPAS";"PLAYA LINDA";2;0;0;0;1;0;0
"CHIAPAS";"NUEVO MILENIO";5;5;3;2;3;2;0
"CHIAPAS";"JET-JA 2";0;1;0;0;0;0;0
"CHIAPAS";"EL GUANAL";0;1;0;0;0;0;0
"CHIAPAS";"BENITO JUAREZ MIRAMAR";0;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD NUEVO JUAN DEL GRIJALVA";4;3;0;0;0;1;0
"CHIAPAS";"LOMANTAN";2;0;0;0;2;0;0
"CHIAPAS";"SAN ARTURO LAS FLORES";1;0;0;0;0;0;0
"CHIAPAS";"SABINALITO";1;0;0;0;0;0;0
"CHIAPAS";"CARAVANA TIPO 0 JUCNIL";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SAN CARLOS CORRALITO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SAN JOSE BUENAVISTA TERCERO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 1 CAMOAPA 1A. SECCION";1;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 1 JOTOLCHEN";1;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 POMILTIC";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 1 BUENAVISTA TENOJIB";1;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 3 XANIL";2;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 3 TEMO";2;2;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 JOL CATARRAYA";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 CHUTALILJA";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 RIO NEGRO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 LOS MANGOS";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 1 SAN CARALAMPIO";1;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SANTA ANITA";1;0;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 CHABECLUMIL";0;0;0;0;2;0;0
"CHIAPAS";"CARAVANA TIPO 3 CENTRO JOLAKIL";2;2;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 LA PALMA UNO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 ADOLFO RUIZ CORTINEZ";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 POCOLTON";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 1 SUYTIK";1;0;0;0;0;0;0
"CHIAPAS";"LAS MARGARITAS";10;13;6;5;9;8;0
"CHIAPAS";"VERACRUZ";2;0;0;0;0;1;0
"CHIAPAS";"CESSA SAN LUCAS";5;9;3;1;3;5;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL BELISARIO DOMINGUEZ";2;1;0;0;0;0;0
"CHIAPAS";"CAPASITS TUXTLA";2;10;1;10;2;5;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL YAXALA";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD RURAL  SAN MARTIN";1;0;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL LA REFORMA";1;0;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL LOS QUINICHEZ";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL EL CARMEN";2;2;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL PATELNA";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL BOLONTON";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CRUCERO CHICH";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL EL MANGO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL GOLOLTON";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL YULUBMAX";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN GABRIEL";2;1;0;0;0;0;0
"CHIAPAS";"BELISARIO DOMINGUEZ";7;15;1;8;7;9;0
"CHIAPAS";"TAPACHULA (U.N.E.M.E. SORID)";5;3;0;7;1;3;0
"CHIAPAS";"TAPACHULA (U.N.E.M.E. CAPACITS)";7;5;0;8;2;4;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAPACHULA AKISHINO I";2;1;0;6;0;2;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAPACHULA HOSPITAL II";2;2;0;6;0;3;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TUXTLA GUTIERREZ";2;0;0;9;0;5;0
"CHIAPAS";"VILLA DEL MAR";1;1;0;0;0;0;0
"CHIAPAS";"CACHIMBO";1;0;1;0;0;0;0
"CHIAPAS";"PUENTE MARGARITA";1;1;1;0;0;0;0
"CHIAPAS";"LA LAGUNA";1;1;1;0;0;0;0
"CHIAPAS";"LA POLKA";1;1;1;0;1;0;0
"CHIAPAS";"SAN CRISTOBAL (U.N.E.M.E. ENFERMEDADES CRONICAS)";3;2;0;6;0;4;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN CRISTOBAL DE LAS CASAS";3;2;0;10;2;4;0
"CHIAPAS";"TUXTLA   (U.N.E.M.E. CRONICO DEGENERATIVOS)";3;2;0;5;1;6;0
"CHIAPAS";"LAS PALMERAS";6;3;4;2;1;1;0
"CHIAPAS";"TUXTLA   (U.N.E.M.E. CISAME)";5;1;0;9;0;8;0
"CHIAPAS";"SAN JOSE ZAPOTAL";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHABAN";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL MUQUENAL";1;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CARMEN XAQUILA";1;0;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL EL EDEN";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MACAYO 3A. SECCION";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD  LAGUNA GRANDE";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD VILLA LUZ";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD RURAL NUEVA SABANILLA";2;1;0;0;0;0;0
"CHIAPAS";"LAS LIMAS";2;1;0;0;0;1;0
"CHIAPAS";"MACVILHO";2;1;0;0;0;0;0
"CHIAPAS";"ICO";2;1;0;0;0;0;0
"CHIAPAS";"CHILIMJOVELTIC";2;1;0;0;0;0;0
"CHIAPAS";"TZIMOL";5;13;2;8;7;22;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COMITAN DE DOMINGUEZ";3;0;0;6;4;6;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES FRONTERA COMALAPA";2;0;0;3;0;2;0
"CHIAPAS";"CARAVANA TIPO 0 TZABALHO";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 NUEVA REFORMA";0;1;0;0;0;1;0
"CHIAPAS";"CARAVANA TIPO 0 SAN ANTONIO BALASHILNA";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 EL DURAZNAL SANTA FE";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 BAWITZ TUTZILTIK";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 SEGUNDO TZAJALCHEN";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 PARAISO CHICOTANIL";0;1;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 YOCHIBJA";0;0;0;0;1;0;0
"CHIAPAS";"CARAVANA TIPO 0 UJCAYIL";0;0;0;0;1;0;0
"CHIAPAS";"CLINICA DE LA MUJER CINTALAPA DE FIGUEROA, CHIAPAS";0;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN MIGUEL LA SARDINA";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN JOSE PLAN OCOTAL";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TONALA";3;2;0;4;0;2;0
"CHIAPAS";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PALENQUE";2;0;0;5;0;2;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL LA LIBERTAD";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL YUT BASH UNO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHIMTIC";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHIXILTON";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL NUEVA MORELIA";1;1;0;0;1;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL YASHNAIL";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL BAPUZ";2;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TZULUWITZ";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHILOLJA";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN ANDRES PUERTO RICO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SANTA ROSA";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL YIBELJOJ";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CAÑADA GRANDE";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL MAJOMUT";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD SIBERIA";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHULNA";2;0;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TZOPILJA";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TZAJALCHEN";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CATISHTIC";2;2;2;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL JOLBON";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL LAS MINAS";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL PAJALTON ALTO";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL PINAR SALINAS";2;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN JOAQUIN";2;1;0;0;1;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TOLBILJA";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL  ZANEMBOLOM";2;1;0;0;1;0;0
"CHIAPAS";"SANTIAGO EL PINAR";7;1;1;2;0;2;0
"CHIAPAS";"CLINICA PARA LA ATENCION DE PARTO HUMANIZADO PALENQUE";2;7;0;0;0;0;0
"CHIAPAS";"ALDAMA";6;6;2;2;0;4;0
"CHIAPAS";"CENTRO DE SALUD LLANOS DE MORELOS 2A. SECCION";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD NUEVO SAN ANTONIO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD PEÑITAS EL MICO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD RIVERA GALEANA";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD SAN LORENZO";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD FRANCISCO I. MADERO";2;1;0;0;1;1;0
"CHIAPAS";"CENTRO DE SALUD LA ESPERANZA";2;1;0;0;0;1;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL RIVERA EL VIEJO CARMEN";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TOMAS MUNZER";1;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD CON SERVICIOS AMPLIADOS DR. MANUEL VELASCO SUAREZ,  CHILON";5;10;4;3;0;6;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SANTO DOMINGO LAS PALMAS";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TACUBA NUEVA";1;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL JOL HICBATIL";1;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CACATEEL";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SULUPHUITZ";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL TZASIBILTIC";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL FILADELFIA";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL XAXAJATIC";1;1;0;0;1;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SAN ANTONIO LAS PALOMAS";1;0;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CAMPO BOLONTINA";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL MAPIL";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL RAMOSIL (TZAJALNABIL)";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL SANTA ISABEL";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL LA UNION";1;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL ARROYO AGUA AZUL (MIRAFLORES)";2;1;0;0;0;0;0
"CHIAPAS";"CENTRO DE SALUD MICROREGIONAL CHUCHUCLUMIL";2;1;0;0;0;0;0
